KOD_ZSJ_P;hour;day;users
140007;22;workday;3226
140007;23;workday;3156
140007;6;weekend;3279
140007;7;weekend;3190
140007;8;weekend;3392
140007;9;weekend;3259
140007;10;weekend;3432
140007;11;weekend;3327
140007;12;weekend;3270
140007;13;weekend;3351
140007;14;weekend;3352
140007;15;weekend;3342
140007;16;weekend;3289
140007;17;weekend;3224
140007;18;weekend;3349
140007;19;weekend;3298
140007;20;weekend;3293
140007;21;weekend;3270
140007;22;weekend;3191
140007;23;weekend;3167
141224;6;workday;1790
141224;7;workday;1791
141224;8;workday;1754
141224;9;workday;1722
141224;10;workday;1720
141224;11;workday;1708
141224;12;workday;1656
141224;13;workday;1648
141224;14;workday;1699
141224;15;workday;1752
141224;16;workday;2167
141224;17;workday;1849
141224;18;workday;1854
141224;19;workday;1926
141224;20;workday;1917
141224;21;workday;1907
141224;22;workday;1858
141224;23;workday;1808
141224;6;weekend;1788
141224;7;weekend;1825
141224;8;weekend;1905
141224;9;weekend;1919
141224;10;weekend;1894
141224;11;weekend;1837
141224;12;weekend;1839
141224;13;weekend;1804
141224;14;weekend;1841
141224;15;weekend;1812
141224;16;weekend;1763
141224;17;weekend;1795
141224;18;weekend;1820
141224;19;weekend;1907
141224;20;weekend;1881
141224;21;weekend;1872
141224;22;weekend;1835
141224;23;weekend;1841
141232;6;workday;221
141232;7;workday;217
141232;8;workday;224
141232;9;workday;215
141232;10;workday;219
141232;11;workday;203
141232;12;workday;185
141232;13;workday;175
141232;14;workday;165
141232;15;workday;164
141232;16;workday;184
141232;17;workday;196
141232;18;workday;203
141232;19;workday;215
141232;20;workday;218
141232;21;workday;220
141232;22;workday;216
141232;23;workday;217
141232;6;weekend;246
141232;7;weekend;248
141232;8;weekend;248
141232;9;weekend;238
141232;10;weekend;242
141232;11;weekend;231
141232;12;weekend;245
141232;13;weekend;241
141232;14;weekend;245
141232;15;weekend;241
141232;16;weekend;234
141232;17;weekend;229
141232;18;weekend;229
141232;19;weekend;235
141232;20;weekend;241
141232;21;weekend;243
141232;22;weekend;238
141232;23;weekend;241
141241;6;workday;414
141241;7;workday;404
141241;8;workday;420
141241;9;workday;401
141241;10;workday;408
141241;11;workday;375
141241;12;workday;347
141241;13;workday;326
141241;14;workday;305
141241;15;workday;304
141241;16;workday;337
141241;17;workday;363
141241;18;workday;377
141241;19;workday;403
141241;20;workday;409
141241;21;workday;414
141241;22;workday;406
141241;23;workday;411
141241;6;weekend;468
141241;7;weekend;472
141241;8;weekend;468
141241;9;weekend;445
141241;10;weekend;453
141241;11;weekend;431
141241;12;weekend;462
141241;13;weekend;453
141241;14;weekend;465
141241;15;weekend;455
141241;16;weekend;443
141241;17;weekend;431
141241;18;weekend;430
141241;19;weekend;441
141241;20;weekend;455
141241;21;weekend;458
141241;22;weekend;450
141241;23;weekend;457
141259;6;workday;2
141259;7;workday;2
141259;8;workday;2
141259;9;workday;2
141259;10;workday;2
141259;11;workday;2
141259;12;workday;2
141259;13;workday;2
141259;14;workday;2
141259;15;workday;2
141259;16;workday;2
141259;17;workday;2
141259;18;workday;2
141259;19;workday;2
141259;20;workday;2
141259;21;workday;2
141259;22;workday;2
141259;23;workday;2
141259;6;weekend;3
141259;7;weekend;3
141259;8;weekend;3
141259;9;weekend;3
141259;10;weekend;3
141259;11;weekend;2
141259;12;weekend;3
141259;13;weekend;2
141259;14;weekend;2
141259;15;weekend;3
141259;16;weekend;3
141259;17;weekend;2
141259;18;weekend;2
141259;19;weekend;2
141259;20;weekend;2
141259;21;weekend;3
141259;22;weekend;3
141259;23;weekend;3
141267;6;workday;3
141267;7;workday;3
141267;8;workday;3
141267;9;workday;3
141267;10;workday;3
141267;11;workday;3
141267;12;workday;3
141267;13;workday;3
141267;14;workday;3
141267;15;workday;2
141267;16;workday;3
141267;17;workday;3
141267;18;workday;3
141267;19;workday;3
141267;20;workday;3
141267;21;workday;3
141267;22;workday;3
141267;23;workday;3
141267;6;weekend;3
141267;7;weekend;3
141267;8;weekend;3
141267;9;weekend;3
141267;10;weekend;3
141267;11;weekend;3
141267;12;weekend;3
141267;13;weekend;3
141267;14;weekend;3
141267;15;weekend;3
141267;16;weekend;3
141267;17;weekend;3
141267;18;weekend;3
141267;19;weekend;3
141267;20;weekend;3
141267;21;weekend;3
141267;22;weekend;3
141267;23;weekend;3
141275;6;workday;45
141275;7;workday;54
141275;8;workday;57
141275;9;workday;59
141275;10;workday;60
141275;11;workday;58
141275;12;workday;47
141275;13;workday;47
141275;14;workday;45
141275;15;workday;41
141275;16;workday;46
141275;17;workday;44
141275;18;workday;42
141275;19;workday;43
141275;20;workday;40
141275;21;workday;39
141275;22;workday;38
141275;23;workday;36
141275;6;weekend;41
141275;7;weekend;42
141275;8;weekend;47
141275;9;weekend;49
141275;10;weekend;52
141275;11;weekend;50
141275;12;weekend;52
141275;13;weekend;51
141275;14;weekend;49
141275;15;weekend;50
141275;16;weekend;45
141275;17;weekend;46
141275;18;weekend;46
141275;19;weekend;49
141275;20;weekend;47
141275;21;weekend;46
141275;22;weekend;48
141275;23;weekend;45
141283;6;workday;23
141283;7;workday;25
141283;8;workday;25
141283;9;workday;24
141283;10;workday;25
141283;11;workday;23
141283;12;workday;21
141283;13;workday;20
141283;14;workday;18
141283;15;workday;17
141283;16;workday;18
141283;17;workday;19
141283;18;workday;19
141283;19;workday;21
141283;20;workday;20
141283;21;workday;20
141283;22;workday;20
141283;23;workday;20
141283;6;weekend;22
141283;7;weekend;23
141283;8;weekend;24
141283;9;weekend;25
141283;10;weekend;27
141283;11;weekend;24
141283;12;weekend;25
141283;13;weekend;25
141283;14;weekend;26
141283;15;weekend;27
141283;16;weekend;26
141283;17;weekend;24
141283;18;weekend;25
141283;19;weekend;25
141283;20;weekend;24
141283;21;weekend;24
141283;22;weekend;24
141283;23;weekend;23
141291;6;workday;14
141291;7;workday;15
141291;8;workday;14
141291;9;workday;14
141291;10;workday;13
141291;11;workday;12
141291;12;workday;12
141291;13;workday;12
141291;14;workday;12
141291;15;workday;12
141291;16;workday;14
141291;17;workday;14
141291;18;workday;13
141291;19;workday;14
141291;20;workday;13
141291;21;workday;13
141291;22;workday;12
141291;23;workday;12
141291;6;weekend;14
141291;7;weekend;15
141291;8;weekend;16
141291;9;weekend;17
141291;10;weekend;18
141291;11;weekend;17
141291;12;weekend;19
141291;13;weekend;19
141291;14;weekend;19
141291;15;weekend;18
141291;16;weekend;18
141291;17;weekend;18
141291;18;weekend;18
141291;19;weekend;18
141291;20;weekend;17
141291;21;weekend;16
141291;22;weekend;16
141291;23;weekend;15
141305;6;workday;876
141305;7;workday;867
141305;8;workday;800
141305;9;workday;761
141305;10;workday;763
141305;11;workday;723
141305;12;workday;652
141305;13;workday;620
141305;14;workday;667
141305;15;workday;702
141305;16;workday;865
141305;17;workday;863
141305;18;workday;887
141305;19;workday;882
141305;20;workday;890
141305;21;workday;875
141305;22;workday;829
141305;23;workday;803
141305;6;weekend;820
141305;7;weekend;877
141305;8;weekend;909
141305;9;weekend;943
141305;10;weekend;934
141305;11;weekend;933
141305;12;weekend;882
141305;13;weekend;876
141305;14;weekend;881
141305;15;weekend;860
141305;16;weekend;849
141305;17;weekend;915
141305;18;weekend;918
141305;19;weekend;905
141305;20;weekend;914
141305;21;weekend;887
141305;22;weekend;863
141305;23;weekend;850
141313;6;workday;132
141313;7;workday;224
141313;8;workday;243
141313;9;workday;243
141313;10;workday;251
141313;11;workday;248
141313;12;workday;249
141313;13;workday;250
141313;14;workday;238
141313;15;workday;224
141313;16;workday;210
141313;17;workday;132
141313;18;workday;94
141313;19;workday;88
141313;20;workday;83
141313;21;workday;75
141313;22;workday;75
141313;23;workday;70
141313;6;weekend;160
141313;7;weekend;236
141313;8;weekend;280
141313;9;weekend;280
141313;10;weekend;286
141313;11;weekend;265
141313;12;weekend;242
141313;13;weekend;240
141313;14;weekend;253
141313;15;weekend;236
141313;16;weekend;238
141313;17;weekend;174
141313;18;weekend;132
141313;19;weekend;97
141313;20;weekend;85
141313;21;weekend;73
141313;22;weekend;68
141313;23;weekend;59
141321;6;workday;610
141321;7;workday;618
141321;8;workday;582
141321;9;workday;555
141321;10;workday;538
141321;11;workday;510
141321;12;workday;468
141321;13;workday;458
141321;14;workday;475
141321;15;workday;513
141321;16;workday;628
141321;17;workday;611
141321;18;workday;624
141321;19;workday;620
141321;20;workday;616
141321;21;workday;605
141321;22;workday;569
141321;23;workday;546
141321;6;weekend;559
141321;7;weekend;608
141321;8;weekend;636
141321;9;weekend;650
141321;10;weekend;666
141321;11;weekend;661
141321;12;weekend;620
141321;13;weekend;626
141321;14;weekend;622
141321;15;weekend;602
141321;16;weekend;580
141321;17;weekend;647
141321;18;weekend;636
141321;19;weekend;625
141321;20;weekend;631
141321;21;weekend;607
141321;22;weekend;589
141321;23;weekend;585
141330;6;workday;434
141330;7;workday;428
141330;8;workday;428
141330;9;workday;407
141330;10;workday;409
141330;11;workday;382
141330;12;workday;349
141330;13;workday;326
141330;14;workday;329
141330;15;workday;331
141330;16;workday;389
141330;17;workday;401
141330;18;workday;416
141330;19;workday;429
141330;20;workday;442
141330;21;workday;438
141330;22;workday;421
141330;23;workday;418
141330;6;weekend;451
141330;7;weekend;473
141330;8;weekend;476
141330;9;weekend;470
141330;10;weekend;476
141330;11;weekend;467
141330;12;weekend;463
141330;13;weekend;461
141330;14;weekend;471
141330;15;weekend;455
141330;16;weekend;438
141330;17;weekend;462
141330;18;weekend;461
141330;19;weekend;463
141330;20;weekend;475
141330;21;weekend;466
141330;22;weekend;458
141330;23;weekend;457
141348;6;workday;45
141348;7;workday;61
141348;8;workday;152
141348;9;workday;155
141348;10;workday;176
141348;11;workday;138
141348;12;workday;120
141348;13;workday;116
141348;14;workday;36
141348;15;workday;7
141348;16;workday;11
141348;17;workday;32
141348;18;workday;22
141348;19;workday;34
141348;20;workday;15
141348;21;workday;13
141348;22;workday;3
141348;23;workday;6
141348;6;weekend;4
141348;7;weekend;5
141348;8;weekend;17
141348;9;weekend;31
141348;10;weekend;42
141348;11;weekend;39
141348;12;weekend;36
141348;13;weekend;35
141348;14;weekend;37
141348;15;weekend;53
141348;16;weekend;32
141348;17;weekend;43
141348;18;weekend;60
141348;19;weekend;18
141348;20;weekend;15
141348;21;weekend;12
141348;22;weekend;20
141348;23;weekend;0
142239;6;workday;5292
142239;7;workday;4972
142239;8;workday;4073
142239;9;workday;3737
142239;10;workday;3701
142239;11;workday;3528
142239;12;workday;3431
142239;13;workday;3305
142239;14;workday;3440
142239;15;workday;3651
142239;16;workday;4124
142239;17;workday;4467
142239;18;workday;4760
142239;19;workday;5178
142239;20;workday;5396
142239;21;workday;5424
142239;22;workday;5485
142239;23;workday;5400
142239;6;weekend;5532
142239;7;weekend;5691
142239;8;weekend;5784
142239;9;weekend;5562
142239;10;weekend;5535
142239;11;weekend;5579
142239;12;weekend;5523
142239;13;weekend;5535
142239;14;weekend;5763
142239;15;weekend;5735
142239;16;weekend;5867
142239;17;weekend;5815
142239;18;weekend;5785
142239;19;weekend;5682
142239;20;weekend;5937
142239;21;weekend;5852
142239;22;weekend;5802
142239;23;weekend;5651
143294;6;workday;325
143294;7;workday;369
143294;8;workday;363
143294;9;workday;335
143294;10;workday;308
143294;11;workday;258
143294;12;workday;235
143294;13;workday;244
143294;14;workday;270
143294;15;workday;257
143294;16;workday;283
143294;17;workday;304
143294;18;workday;339
143294;19;workday;349
143294;20;workday;340
143294;21;workday;316
143294;22;workday;291
143294;23;workday;287
143294;6;weekend;353
143294;7;weekend;378
143294;8;weekend;402
143294;9;weekend;415
143294;10;weekend;444
143294;11;weekend;438
143294;12;weekend;442
143294;13;weekend;426
143294;14;weekend;439
143294;15;weekend;420
143294;16;weekend;422
143294;17;weekend;430
143294;18;weekend;424
143294;19;weekend;399
143294;20;weekend;391
143294;21;weekend;373
143294;22;weekend;361
143294;23;weekend;347
145424;6;workday;236
145424;7;workday;234
145424;8;workday;197
145424;9;workday;190
145424;10;workday;196
145424;11;workday;191
145424;12;workday;177
145424;13;workday;166
145424;14;workday;173
145424;15;workday;166
145424;16;workday;178
145424;17;workday;200
145424;18;workday;207
145424;19;workday;219
145424;20;workday;221
145424;21;workday;214
145424;22;workday;206
145424;23;workday;203
145424;6;weekend;256
145424;7;weekend;260
145424;8;weekend;273
145424;9;weekend;279
145424;10;weekend;282
145424;11;weekend;290
145424;12;weekend;301
145424;13;weekend;311
145424;14;weekend;326
145424;15;weekend;326
145424;16;weekend;334
145424;17;weekend;327
145424;18;weekend;318
145424;19;weekend;306
145424;20;weekend;298
145424;21;weekend;288
145424;22;weekend;285
145424;23;weekend;279
145441;6;workday;777
145441;7;workday;714
145441;8;workday;552
145441;9;workday;465
145441;10;workday;458
145441;11;workday;383
145441;12;workday;358
145441;13;workday;328
145441;14;workday;360
145441;15;workday;360
145441;16;workday;484
145441;17;workday;526
145441;18;workday;596
145441;19;workday;617
145441;20;workday;670
145441;21;workday;671
145441;22;workday;674
145441;23;workday;667
145441;6;weekend;756
145441;7;weekend;768
145441;8;weekend;768
145441;9;weekend;777
145441;10;weekend;792
145441;11;weekend;765
145441;12;weekend;767
145441;13;weekend;810
145441;14;weekend;802
145441;15;weekend;801
145441;16;weekend;842
145441;17;weekend;813
145441;18;weekend;768
145441;19;weekend;782
145441;20;weekend;759
145441;21;weekend;761
145441;22;weekend;760
145441;23;weekend;755
145548;6;workday;5458
145548;7;workday;5638
145548;8;workday;5649
145548;9;workday;5203
145548;10;workday;5047
145548;11;workday;4929
145548;12;workday;4902
145548;13;workday;4875
145548;14;workday;5014
145548;15;workday;5269
145548;16;workday;5882
145548;17;workday;5939
145548;18;workday;5760
145548;19;workday;5620
145548;20;workday;5476
145548;21;workday;5256
145548;22;workday;4897
145548;23;workday;4649
145548;6;weekend;5169
145548;7;weekend;5717
145548;8;weekend;6073
145548;9;weekend;6345
145548;10;weekend;6611
145548;11;weekend;6514
145548;12;weekend;6018
145548;13;weekend;6153
145548;14;weekend;6187
145548;15;weekend;5959
145548;16;weekend;5827
145548;17;weekend;5991
145548;18;weekend;5851
145548;19;weekend;5827
145548;20;weekend;5774
145548;21;weekend;5306
145548;22;weekend;5255
145548;23;weekend;5099
147583;6;workday;675
147583;7;workday;622
147583;8;workday;532
147583;9;workday;509
147583;10;workday;500
147583;11;workday;452
147583;12;workday;423
147583;13;workday;431
147583;14;workday;458
147583;15;workday;465
147583;16;workday;527
147583;17;workday;555
147583;18;workday;587
147583;19;workday;633
147583;20;workday;645
147583;21;workday;643
147583;22;workday;648
147583;23;workday;632
147583;6;weekend;711
147583;7;weekend;734
147583;8;weekend;750
147583;9;weekend;748
147583;10;weekend;742
147583;11;weekend;770
147583;12;weekend;771
147583;13;weekend;780
147583;14;weekend;774
147583;15;weekend;763
147583;16;weekend;778
147583;17;weekend;784
147583;18;weekend;791
147583;19;weekend;776
147583;20;weekend;768
147583;21;weekend;762
147583;22;weekend;764
147583;23;weekend;751
147818;6;workday;871
147818;7;workday;767
147818;8;workday;644
147818;9;workday;588
147818;10;workday;599
147818;11;workday;568
147818;12;workday;536
147818;13;workday;522
147818;14;workday;539
147818;15;workday;551
147818;16;workday;675
147818;17;workday;720
147818;18;workday;777
147818;19;workday;853
147818;20;workday;906
147818;21;workday;908
147818;22;workday;908
147818;23;workday;901
147818;6;weekend;999
147818;7;weekend;998
147818;8;weekend;995
147818;9;weekend;991
147818;10;weekend;989
147818;11;weekend;986
147818;12;weekend;1013
147818;13;weekend;1036
147818;14;weekend;1014
147818;15;weekend;1050
147818;16;weekend;1038
147818;17;weekend;1049
147818;18;weekend;1055
147818;19;weekend;1057
147818;20;weekend;1078
147818;21;weekend;1084
147818;22;weekend;1075
147818;23;weekend;1056
147842;6;workday;1149
147842;7;workday;1142
147842;8;workday;1009
147842;9;workday;874
147842;10;workday;860
147842;11;workday;747
147842;12;workday;683
147842;13;workday;693
147842;14;workday;697
147842;15;workday;745
147842;16;workday;906
147842;17;workday;949
147842;18;workday;985
147842;19;workday;1022
147842;20;workday;1034
147842;21;workday;1028
147842;22;workday;1012
147842;23;workday;985
147842;6;weekend;1135
147842;7;weekend;1186
147842;8;weekend;1247
147842;9;weekend;1246
147842;10;weekend;1241
147842;11;weekend;1210
147842;12;weekend;1206
147842;13;weekend;1246
147842;14;weekend;1300
147842;15;weekend;1281
147842;16;weekend;1303
147842;17;weekend;1322
147842;18;weekend;1290
147842;19;weekend;1261
147842;20;weekend;1223
147842;21;weekend;1217
147842;22;weekend;1191
147842;23;weekend;1174
150304;6;workday;856
150304;7;workday;925
150304;8;workday;1033
150304;9;workday;1037
150304;10;workday;1048
150304;11;workday;930
150304;12;workday;882
150304;13;workday;853
150304;14;workday;873
150304;15;workday;839
150304;16;workday;904
150304;17;workday;873
150304;18;workday;853
150304;19;workday;886
150304;20;workday;885
150304;21;workday;863
150304;22;workday;839
150304;23;workday;834
150304;6;weekend;864
150304;7;weekend;902
150304;8;weekend;974
150304;9;weekend;1063
150304;10;weekend;1158
150304;11;weekend;1149
150304;12;weekend;1157
150304;13;weekend;1121
150304;14;weekend;1121
150304;15;weekend;1112
150304;16;weekend;1063
150304;17;weekend;1033
150304;18;weekend;992
150304;19;weekend;970
150304;20;weekend;901
150304;21;weekend;893
150304;22;weekend;894
150304;23;weekend;863
151092;6;workday;140
151092;7;workday;145
151092;8;workday;133
151092;9;workday;132
151092;10;workday;130
151092;11;workday;126
151092;12;workday;120
151092;13;workday;115
151092;14;workday;118
151092;15;workday;105
151092;16;workday;120
151092;17;workday;123
151092;18;workday;119
151092;19;workday;119
151092;20;workday;117
151092;21;workday;117
151092;22;workday;115
151092;23;workday;115
151092;6;weekend;123
151092;7;weekend;133
151092;8;weekend;148
151092;9;weekend;142
151092;10;weekend;140
151092;11;weekend;147
151092;12;weekend;140
151092;13;weekend;144
151092;14;weekend;147
151092;15;weekend;132
151092;16;weekend;148
151092;17;weekend;141
151092;18;weekend;148
151092;19;weekend;140
151092;20;weekend;141
151092;21;weekend;131
151092;22;weekend;124
151092;23;weekend;125
151912;6;workday;2146
151912;7;workday;1945
151912;8;workday;1513
151912;9;workday;1383
151912;10;workday;1351
151912;11;workday;1302
151912;12;workday;1281
151912;13;workday;1182
151912;14;workday;1213
151912;15;workday;1272
151912;16;workday;1533
151912;17;workday;1680
151912;18;workday;1809
151912;19;workday;1961
151912;20;workday;2049
151912;21;workday;2087
151912;22;workday;2106
151912;23;workday;2094
151912;6;weekend;2161
151912;7;weekend;2221
151912;8;weekend;2221
151912;9;weekend;2200
151912;10;weekend;2198
151912;11;weekend;2219
151912;12;weekend;2251
151912;13;weekend;2219
151912;14;weekend;2216
151912;15;weekend;2326
151912;16;weekend;2275
151912;17;weekend;2265
151912;18;weekend;2143
151912;19;weekend;2105
151912;20;weekend;2099
151912;21;weekend;2174
151912;22;weekend;2167
151912;23;weekend;2130
152145;6;workday;879
152145;7;workday;803
152145;8;workday;678
152145;9;workday;642
152145;10;workday;644
152145;11;workday;627
152145;12;workday;598
152145;13;workday;593
152145;14;workday;621
152145;15;workday;685
152145;16;workday;751
152145;17;workday;818
152145;18;workday;841
152145;19;workday;867
152145;20;workday;900
152145;21;workday;901
152145;22;workday;877
152145;23;workday;875
152145;6;weekend;872
152145;7;weekend;916
152145;8;weekend;892
152145;9;weekend;898
152145;10;weekend;883
152145;11;weekend;879
152145;12;weekend;913
152145;13;weekend;887
152145;14;weekend;889
152145;15;weekend;928
152145;16;weekend;910
152145;17;weekend;918
152145;18;weekend;909
152145;19;weekend;909
152145;20;weekend;895
152145;21;weekend;892
152145;22;weekend;868
152145;23;weekend;877
152196;6;workday;2883
152196;7;workday;2768
152196;8;workday;2526
152196;9;workday;2367
152196;10;workday;2369
152196;11;workday;2313
152196;12;workday;2202
152196;13;workday;2104
152196;14;workday;2077
152196;15;workday;2154
152196;16;workday;2394
152196;17;workday;2508
152196;18;workday;2613
152196;19;workday;2665
152196;20;workday;2703
152196;21;workday;2687
152196;22;workday;2687
152196;23;workday;2644
152196;6;weekend;2804
152196;7;weekend;2831
152196;8;weekend;2863
152196;9;weekend;2798
152196;10;weekend;2733
152196;11;weekend;2762
152196;12;weekend;2721
152196;13;weekend;2748
152196;14;weekend;2784
152196;15;weekend;2773
152196;16;weekend;2726
152196;17;weekend;2709
152196;18;weekend;2734
152196;19;weekend;2757
152196;20;weekend;2835
152196;21;weekend;2821
152196;22;weekend;2815
152196;23;weekend;2736
157431;6;workday;2962
157431;7;workday;3015
157431;8;workday;2983
157431;9;workday;2854
157431;10;workday;2781
157431;11;workday;2608
157431;12;workday;2504
157431;13;workday;2383
157431;14;workday;2404
157431;15;workday;2380
157431;16;workday;2702
157431;17;workday;2661
157431;18;workday;2686
157431;19;workday;2785
157431;20;workday;2825
157431;21;workday;2746
157431;22;workday;2702
157431;23;workday;2666
157431;6;weekend;2895
157431;7;weekend;2920
157431;8;weekend;3031
157431;9;weekend;3083
157431;10;weekend;3041
157431;11;weekend;2984
157431;12;weekend;2953
157431;13;weekend;2940
157431;14;weekend;2997
157431;15;weekend;2991
157431;16;weekend;2985
157431;17;weekend;2969
157431;18;weekend;2972
157431;19;weekend;2985
157431;20;weekend;2978
157431;21;weekend;2927
157431;22;weekend;2909
157431;23;weekend;2912
160881;6;workday;689
160881;7;workday;690
160881;8;workday;666
160881;9;workday;647
160881;10;workday;639
160881;11;workday;576
160881;12;workday;554
160881;13;workday;546
160881;14;workday;548
160881;15;workday;488
160881;16;workday;519
160881;17;workday;524
160881;18;workday;532
160881;19;workday;539
160881;20;workday;544
160881;21;workday;541
160881;22;workday;534
160881;23;workday;519
160881;6;weekend;597
160881;7;weekend;592
160881;8;weekend;615
160881;9;weekend;645
160881;10;weekend;627
160881;11;weekend;636
160881;12;weekend;627
160881;13;weekend;628
160881;14;weekend;638
160881;15;weekend;634
160881;16;weekend;615
160881;17;weekend;625
160881;18;weekend;615
160881;19;weekend;598
160881;20;weekend;598
160881;21;weekend;585
160881;22;weekend;581
160881;23;weekend;572
161837;6;workday;1095
161837;7;workday;1010
161837;8;workday;876
161837;9;workday;808
161837;10;workday;773
161837;11;workday;722
161837;12;workday;656
161837;13;workday;590
161837;14;workday;626
161837;15;workday;601
161837;16;workday;691
161837;17;workday;817
161837;18;workday;870
161837;19;workday;968
161837;20;workday;1014
161837;21;workday;1026
161837;22;workday;999
161837;23;workday;973
161837;6;weekend;1050
161837;7;weekend;1098
161837;8;weekend;1105
161837;9;weekend;1133
161837;10;weekend;1100
161837;11;weekend;1097
161837;12;weekend;1057
161837;13;weekend;1068
161837;14;weekend;1123
161837;15;weekend;1105
161837;16;weekend;1142
161837;17;weekend;1111
161837;18;weekend;1087
161837;19;weekend;1112
161837;20;weekend;1125
161837;21;weekend;1133
161837;22;weekend;1095
161837;23;weekend;1080
162043;6;workday;959
162043;7;workday;884
162043;8;workday;787
162043;9;workday;748
162043;10;workday;740
162043;11;workday;681
162043;12;workday;649
162043;13;workday;626
162043;14;workday;661
162043;15;workday;677
162043;16;workday;779
162043;17;workday;888
162043;18;workday;944
162043;19;workday;983
162043;20;workday;1029
162043;21;workday;1023
162043;22;workday;1022
162043;23;workday;1017
162043;6;weekend;1085
162043;7;weekend;1074
162043;8;weekend;1085
162043;9;weekend;1087
162043;10;weekend;1085
162043;11;weekend;1068
162043;12;weekend;1090
162043;13;weekend;1074
162043;14;weekend;1078
162043;15;weekend;1070
162043;16;weekend;1089
162043;17;weekend;1084
162043;18;weekend;1078
162043;19;weekend;1098
162043;20;weekend;1116
162043;21;weekend;1097
162043;22;weekend;1114
162043;23;weekend;1084
162256;6;workday;246
162256;7;workday;238
162256;8;workday;194
162256;9;workday;174
162256;10;workday;170
162256;11;workday;154
162256;12;workday;159
162256;13;workday;138
162256;14;workday;158
162256;15;workday;170
162256;16;workday;194
162256;17;workday;196
162256;18;workday;197
162256;19;workday;208
162256;20;workday;206
162256;21;workday;201
162256;22;workday;195
162256;23;workday;192
162256;6;weekend;228
162256;7;weekend;234
162256;8;weekend;249
162256;9;weekend;254
162256;10;weekend;279
162256;11;weekend;278
162256;12;weekend;291
162256;13;weekend;303
162256;14;weekend;295
162256;15;weekend;287
162256;16;weekend;317
162256;17;weekend;307
162256;18;weekend;274
162256;19;weekend;264
162256;20;weekend;244
162256;21;weekend;240
162256;22;weekend;227
162256;23;weekend;230
162264;6;workday;929
162264;7;workday;871
162264;8;workday;778
162264;9;workday;748
162264;10;workday;743
162264;11;workday;659
162264;12;workday;659
162264;13;workday;637
162264;14;workday;644
162264;15;workday;661
162264;16;workday;740
162264;17;workday;781
162264;18;workday;795
162264;19;workday;858
162264;20;workday;860
162264;21;workday;851
162264;22;workday;855
162264;23;workday;849
162264;6;weekend;939
162264;7;weekend;934
162264;8;weekend;961
162264;9;weekend;1023
162264;10;weekend;1062
162264;11;weekend;1079
162264;12;weekend;1081
162264;13;weekend;1109
162264;14;weekend;1071
162264;15;weekend;1064
162264;16;weekend;1079
162264;17;weekend;1052
162264;18;weekend;1024
162264;19;weekend;1002
162264;20;weekend;987
162264;21;weekend;998
162264;22;weekend;999
162264;23;weekend;982
162680;6;workday;1866
162680;7;workday;1656
162680;8;workday;1509
162680;9;workday;1392
162680;10;workday;1393
162680;11;workday;1353
162680;12;workday;1321
162680;13;workday;1309
162680;14;workday;1320
162680;15;workday;1320
162680;16;workday;1636
162680;17;workday;1780
162680;18;workday;1869
162680;19;workday;1996
162680;20;workday;2041
162680;21;workday;2061
162680;22;workday;2061
162680;23;workday;2050
162680;6;weekend;2270
162680;7;weekend;2295
162680;8;weekend;2334
162680;9;weekend;2352
162680;10;weekend;2390
162680;11;weekend;2479
162680;12;weekend;2498
162680;13;weekend;2538
162680;14;weekend;2524
162680;15;weekend;2502
162680;16;weekend;2587
162680;17;weekend;2582
162680;18;weekend;2550
162680;19;weekend;2601
162680;20;weekend;2567
162680;21;weekend;2568
162680;22;weekend;2590
162680;23;weekend;2599
162795;6;workday;956
162795;7;workday;974
162795;8;workday;995
162795;9;workday;987
162795;10;workday;1007
162795;11;workday;926
162795;12;workday;860
162795;13;workday;813
162795;14;workday;753
162795;15;workday;688
162795;16;workday;852
162795;17;workday;899
162795;18;workday;922
162795;19;workday;971
162795;20;workday;1028
162795;21;workday;1044
162795;22;workday;1032
162795;23;workday;1031
162795;6;weekend;1177
162795;7;weekend;1207
162795;8;weekend;1195
162795;9;weekend;1174
162795;10;weekend;1174
162795;11;weekend;1137
162795;12;weekend;1101
162795;13;weekend;1095
162795;14;weekend;1095
162795;15;weekend;1074
162795;16;weekend;1101
162795;17;weekend;1107
162795;18;weekend;1092
162795;19;weekend;1145
162795;20;weekend;1149
162795;21;weekend;1162
162795;22;weekend;1169
162795;23;weekend;1152
163503;6;workday;365
163503;7;workday;337
163503;8;workday;285
163503;9;workday;268
163503;10;workday;278
163503;11;workday;234
163503;12;workday;229
163503;13;workday;230
163503;14;workday;247
163503;15;workday;249
163503;16;workday;296
163503;17;workday;310
163503;18;workday;316
163503;19;workday;332
163503;20;workday;336
163503;21;workday;328
163503;22;workday;324
163503;23;workday;308
163503;6;weekend;363
163503;7;weekend;376
163503;8;weekend;402
163503;9;weekend;406
163503;10;weekend;425
163503;11;weekend;438
163503;12;weekend;416
163503;13;weekend;422
163503;14;weekend;464
163503;15;weekend;453
163503;16;weekend;475
163503;17;weekend;460
163503;18;weekend;442
163503;19;weekend;413
163503;20;weekend;384
163503;21;weekend;364
163503;22;weekend;371
163503;23;weekend;361
165751;6;workday;288
165751;7;workday;243
165751;8;workday;206
165751;9;workday;184
165751;10;workday;175
165751;11;workday;168
165751;12;workday;154
165751;13;workday;136
165751;14;workday;131
165751;15;workday;143
165751;16;workday;184
165751;17;workday;206
165751;18;workday;224
